gid,role,role_score,cluster_id,priority_score,evidence,depth,is_seed,in_deg,out_deg,in_sum,out_sum,pass_ratio,seed_reach,seed_kzt_attributed,secondary_roles,outflow_observed,inflow_reliable
100000000625169100,terminal,1.0,19,0.349933,"Receives 10k KZT from 1 payer, forwards 0%; outflow was traced (hop 2) — possible final recipient.",2,False,1,0,10000.0,0.0,0.0,1,173.99212073769195,,True,True
100000000627521100,cutoff,0.7,4,0.293837,Hop-4 node: onward transfers were not traced (export limit). Receives 6k KZT from 1 payer.,4,False,1,0,6500.0,0.0,,7,0.6769432329858114,,False,True
100000000629812100,terminal,1.0,18,0.639691,"Receives 22k KZT from 2 payers, forwards 0%; outflow was traced (hop 2) — possible final recipient.",2,False,2,0,22000.0,0.0,0.0,10,2348.603207854807,,True,True
100000000634341100,cutoff,0.7,3,0.357226,Hop-4 node: onward transfers were not traced (export limit). Receives 24k KZT from 1 payer.,4,False,1,0,24000.0,0.0,,7,117.30058795998711,,False,True
100000000640800100,peripheral,0.6,14,0.359406,"No role indicators: 1 payer, 4 recipients, 80k KZT in / 518k KZT out.",3,False,1,4,80000.0,518135.0,6.4766875,7,133.31470329530202,,True,True
100000000646541100,terminal,1.0,0,0.58323,"Receives 25k KZT from 3 payers, forwards 0%; outflow was traced (hop 2) — possible final recipient.",2,False,3,0,25300.0,0.0,0.0,7,1282.4801389607157,,True,True
100000000655469100,cutoff,0.7,18,0.368903,Hop-4 node: onward transfers were not traced (export limit). Receives 20k KZT from 1 payer.,4,False,1,0,20000.0,0.0,,7,173.95423232591043,,False,True
100000000656682100,peripheral,0.6,0,0.292435,"No role indicators: 1 payer, 2 recipients, 71k KZT in / 80k KZT out.",3,False,1,2,71000.0,80000.0,1.1267605633802817,7,60.36997206216497,,True,True
100000000661131100,terminal,1.0,6,0.289213,"Receives 16k KZT from 1 payer, forwards 0%; outflow was traced (hop 3) — possible final recipient.",3,False,1,0,15600.0,0.0,0.0,1,10.487391097347498,,True,True
100000000661912100,consolidator,0.5,3,0.758212,"Receives from 5 distinct payers (1 seed), 393k KZT; forwards 110% — signs of consolidation.",1,False,5,2,393036.0,430700.0,1.0958283719557496,7,37224.17103185762,,True,True
100000000667713100,peripheral,0.6,2,0.572863,"No role indicators: 2 payers, 6 recipients, 119k KZT in / 79k KZT out.",1,False,2,6,119495.0,79236.0,0.663090505878907,7,108892.67760578157,,True,True
100000000673868100,peripheral,0.6,11,0.359629,"No role indicators: 1 payer, 5 recipients, 2.0M KZT in / 383k KZT out.",3,False,1,5,2030650.0,383000.0,0.18860955851574618,7,3297.9237203577513,,True,True
100000000673915100,cutoff,0.7,4,0.295394,Hop-4 node: onward transfers were not traced (export limit). Receives 20k KZT from 1 payer.,4,False,1,0,20200.0,0.0,,7,0.9346784457811499,,False,True
100000000703894100,peripheral,0.6,42,0.439455,"No role indicators: 1 payer, 1 recipient, 120k KZT in / 35k KZT out.",1,False,1,1,120000.0,35000.0,0.2916666666666667,1,145890.5290976703,,True,True
100000000703902100,terminal,1.0,7,0.496274,"Receives 25k KZT from 1 payer, forwards 0%; outflow was traced (hop 1) — possible final recipient.",1,False,1,0,25499.0,0.0,0.0,1,25817.19167758772,,True,True
100000000704700100,cutoff,0.7,36,0.243837,Hop-4 node: onward transfers were not traced (export limit). Receives 10k KZT from 1 payer.,4,False,1,0,10000.0,0.0,,1,23.728787821475322,,False,True
100000000706545100,peripheral,0.6,2,0.599342,"No role indicators: 3 payers, 1 recipient, 1.1M KZT in / 76k KZT out.",1,False,3,1,1070300.0,75800.0,0.07082126506586939,7,738900.0344484993,,True,True
100000000718427100,terminal,1.0,19,0.334308,"Receives 6k KZT from 1 payer, forwards 0%; outflow was traced (hop 2) — possible final recipient.",2,False,1,0,6000.0,0.0,0.0,1,104.39527244261518,,True,True
100000000723383100,peripheral,0.6,18,0.370305,"No role indicators: 1 payer, 2 recipients, 7k KZT in / 75k KZT out.",2,False,1,2,6800.0,75000.0,11.029411764705882,7,6196.76314307535,,True,True
100000000724540100,peripheral,0.6,1,0.47264,"No role indicators: 1 payer, 1 recipient, 50k KZT in / 100k KZT out.",2,False,1,1,50000.0,100000.0,2.0,8,6362.294467863081,,True,True
100000000733373100,terminal,1.0,2,0.571875,"Receives 11k KZT from 1 payer, forwards 0%; outflow was traced (hop 2) — possible final recipient.",2,False,1,0,10710.0,0.0,0.0,7,6492.684631264198,,True,True
100000000733451100,peripheral,0.6,13,0.48514,"No role indicators: 1 payer, 1 recipient, 70k KZT in / 300k KZT out.",3,False,1,1,70000.0,300000.0,4.285714285714286,10,21678.248371268837,,True,True
100000000733940100,cutoff,0.7,28,0.381137,Hop-4 node: onward transfers were not traced (export limit). Receives 752k KZT from 1 payer.,4,False,1,0,752000.0,0.0,,7,261.0471581395374,,False,True
100000000737152100,cutoff,0.7,4,0.345994,Hop-4 node: onward transfers were not traced (export limit). Receives 35k KZT from 1 payer.,4,False,1,0,35000.0,0.0,,7,74.61867038776506,,False,True
100000000749118100,peripheral,0.6,0,0.257071,"No role indicators: 1 payer, 1 recipient, 10k KZT in / 16k KZT out.",3,False,1,1,10330.0,16500.0,1.5972894482090998,7,8.78340579439668,,True,True
100000000764836100,peripheral,0.6,3,0.348396,"No role indicators: 1 payer, 2 recipients, 252k KZT in / 50k KZT out.",3,False,1,2,251716.0,50000.0,0.1986365586613485,7,1682.2737634107873,,True,True
100000000765628100,terminal,1.0,2,0.56637,"Receives 5k KZT from 1 payer, forwards 0%; outflow was traced (hop 2) — possible final recipient.",2,False,1,0,5000.0,0.0,0.0,7,5056.9178634140535,,True,True
100000000769919100,terminal,1.0,45,0.578948,"Receives 250k KZT from 1 payer, forwards 0%; outflow was traced (hop 2) — possible final recipient.",2,False,1,0,250000.0,0.0,0.0,1,200000.0,,True,True
100000000782285100,terminal,1.0,0,0.44345,"Receives 6k KZT from 1 payer, forwards 0%; outflow was traced (hop 3) — possible final recipient.",3,False,1,0,6151.0,0.0,0.0,7,117.69176364379018,,True,True
100000000783406100,terminal,1.0,17,0.376913,"Receives 6k KZT from 1 payer, forwards 0%; outflow was traced (hop 3) — possible final recipient.",3,False,1,0,6066.0,0.0,0.0,7,17.10095536034136,,True,True
100000000785800100,transit,1.0,43,0.546986,"In 19k KZT / out 19k KZT (ratio 1.00), 100% forwarded within 2 days — pattern consistent with transit.",2,False,1,1,19000.0,19000.0,1.0,1,35434.9495710711,,True,True
100000000790311100,terminal,1.0,2,0.567315,"Receives 46k KZT from 1 payer, forwards 0%; outflow was traced (hop 2) — possible final recipient.",2,False,1,0,46300.0,0.0,0.0,7,5264.991637593232,,True,True
100000000791285100,peripheral,0.6,27,0.313476,"No role indicators: 1 payer, 3 recipients, 1.1M KZT in / 650k KZT out.",3,False,1,3,1120000.0,650000.0,0.5803571428571429,7,343.9987558022102,,True,True
100000000795033100,terminal,1.0,0,0.517404,"Receives 18k KZT from 1 payer, forwards 0%; outflow was traced (hop 2) — possible final recipient.",2,False,1,0,18200.0,0.0,0.0,7,2672.911952181919,,True,True
100000000795129100,terminal,1.0,2,0.618472,"Receives 332k KZT from 1 payer, forwards 0%; outflow was traced (hop 2) — possible final recipient.",2,False,1,0,332000.0,0.0,0.0,7,37753.2877684871,,True,True
100000000795374100,terminal,1.0,3,0.447531,"Receives 50k KZT from 1 payer, forwards 0%; outflow was traced (hop 3) — possible final recipient.",3,False,1,0,50000.0,0.0,0.0,7,334.1610710901944,,True,True
100000000802149100,terminal,1.0,3,0.458374,"Receives 104k KZT from 1 payer, forwards 0%; outflow was traced (hop 3) — possible final recipient.",3,False,1,0,104128.0,0.0,0.0,7,509.01440112425246,,True,True
100000000803368100,cutoff,0.7,16,0.363565,Hop-4 node: onward transfers were not traced (export limit). Receives 140k KZT from 1 payer.,4,False,1,0,139503.0,0.0,,7,145.82711559051486,,False,True
100000000806727100,peripheral,0.6,5,0.550309,"No role indicators: 1 payer, 1 recipient, 45k KZT in / 5k KZT out.",2,False,1,1,45000.0,5000.0,0.1111111111111111,11,27549.492372574237,,True,True
100000000810551100,peripheral,0.6,5,0.57343,"No role indicators: 1 payer, 1 recipient, 100k KZT in / 7k KZT out.",1,False,1,1,100000.0,7100.0,0.071,10,105964.61516713057,,True,True
100000000817146100,terminal,1.0,2,0.715492,"Receives 70k KZT from 1 payer, forwards 0%; outflow was traced (hop 1) — possible final recipient.",1,False,1,0,70020.0,0.0,0.0,9,128421.75348072183,,True,True
100000000821507100,terminal,1.0,11,0.464379,"Receives 400k KZT from 1 payer, forwards 0%; outflow was traced (hop 2) — possible final recipient.",2,False,1,0,400000.0,0.0,0.0,7,662.7666118469667,,True,True
100000000831684100,peripheral,0.6,12,0.344637,"No role indicators: 1 payer, 1 recipient, 15k KZT in / 50k KZT out.",2,False,1,1,15000.0,50000.0,3.3333333333333335,1,12666.743891770207,,True,True
100000000838385100,peripheral,0.6,2,0.478356,"No role indicators: 1 payer, 2 recipients, 437k KZT in / 178k KZT out.",3,False,1,2,436900.0,177500.0,0.40627145799954223,7,31006.705801162283,,True,True
100000000850297100,transit,1.0,10,0.373176,"In 18k KZT / out 18k KZT (ratio 1.00), 100% forwarded within 2 days — pattern consistent with transit.",2,False,1,1,17520.0,17520.0,1.0,1,408.46790275003326,,True,True
100000000860514100,peripheral,0.6,26,0.302578,"No role indicators: 1 payer, 1 recipient, 12k KZT in / 50k KZT out.",3,False,1,1,12000.0,50000.0,4.166666666666667,7,231.5140551487207,,True,True
100000000861294100,terminal,1.0,8,0.530394,"Receives 150k KZT from 1 payer, forwards 0%; outflow was traced (hop 2) — possible final recipient.",2,False,1,0,150000.0,0.0,0.0,1,36000.96002560068,,True,True
100000000870121100,terminal,1.0,14,0.484175,"Receives 12k KZT from 1 payer, forwards 0%; outflow was traced (hop 3) — possible final recipient.",3,False,1,0,12000.0,0.0,0.0,7,96.54575661837593,,True,True
100000000878006100,terminal,1.0,4,0.399099,"Receives 47k KZT from 1 payer, forwards 0%; outflow was traced (hop 3) — possible final recipient.",3,False,1,0,47003.0,0.0,0.0,7,53.812841059180066,,True,True
100000000896111100,terminal,1.0,25,0.503614,"Receives 287k KZT from 1 payer, forwards 0%; outflow was traced (hop 3) — possible final recipient.",3,False,1,0,287100.0,0.0,0.0,1,8718.949275400522,,True,True
100000000907277100,terminal,1.0,7,0.484319,"Receives 18k KZT from 1 payer, forwards 0%; outflow was traced (hop 1) — possible final recipient.",1,False,1,0,17534.0,0.0,0.0,1,17752.79967350967,,True,True
100000000910216100,peripheral,0.6,13,0.357404,"No role indicators: 1 payer, 1 recipient, 71k KZT in / 52k KZT out.",2,False,1,1,71000.0,52010.0,0.7325352112676057,7,2793.5235935694054,,True,True
100000000912487100,terminal,1.0,5,0.603592,"Receives 10k KZT from 1 payer, forwards 0%; outflow was traced (hop 2) — possible final recipient.",2,False,1,0,10000.0,0.0,0.0,9,1492.2424898853362,,True,True
100000000913911100,peripheral,0.6,5,0.496995,"No role indicators: 2 payers, 1 recipient, 467k KZT in / 600k KZT out.",2,False,2,1,467000.0,600000.0,1.284796573875803,7,9720.884766419618,,True,True
100000000917179100,terminal,1.0,16,0.495073,"Receives 94k KZT from 1 payer, forwards 0%; outflow was traced (hop 2) — possible final recipient.",2,False,1,0,94465.0,0.0,0.0,7,3347.676231005769,,True,True
100000000922570100,transit,0.6923,12,0.516837,In 47k KZT / out 50k KZT (ratio 1.06) — pattern consistent with transit.,1,False,1,1,47101.0,50000.0,1.0615485870788306,1,47101.0,,True,True
100000000926078100,cutoff,0.7,3,0.420394,Hop-4 node: onward transfers were not traced (export limit). Receives 250k KZT from 1 payer.,4,False,1,0,250000.0,0.0,,7,1484.60167852581,,False,True
100000000926766100,peripheral,0.6,26,0.314811,"No role indicators: 1 payer, 1 recipient, 19k KZT in / 6k KZT out.",3,False,1,1,18750.0,6000.0,0.32,7,361.7407111698762,,True,True
100000000933075100,peripheral,0.6,12,0.426021,"No role indicators: 1 payer, 2 recipients, 40k KZT in / 55k KZT out.",3,False,1,2,40000.0,55000.0,1.375,8,688.8001178490687,,True,True
100000000941942100,terminal,1.0,5,0.711043,"Receives 130k KZT from 1 payer, forwards 0%; outflow was traced (hop 1) — possible final recipient.",1,False,1,0,130000.0,0.0,0.0,10,137753.99971726973,,True,True
100000000942301100,terminal,1.0,3,0.465603,"Receives 58k KZT from 1 payer, forwards 0%; outflow was traced (hop 3) — possible final recipient.",3,False,1,0,57580.0,0.0,0.0,7,696.2185927871126,,True,True
100000000943371100,terminal,1.0,13,0.584331,"Receives 16k KZT from 1 payer, forwards 0%; outflow was traced (hop 2) — possible final recipient.",2,False,1,0,15500.0,0.0,0.0,10,4812.840831802436,,True,True
100000000945428100,terminal,1.0,0,0.59792,"Receives 90k KZT from 1 payer, forwards 0%; outflow was traced (hop 1) — possible final recipient.",1,False,1,0,89629.0,0.0,0.0,7,90508.24926482061,,True,True
100000000954884100,terminal,1.0,17,0.410554,"Receives 34k KZT from 1 payer, forwards 0%; outflow was traced (hop 3) — possible final recipient.",3,False,1,0,34000.0,0.0,0.0,7,95.85105213511477,,True,True
100000000955444100,terminal,1.0,52,0.415825,"Receives 7k KZT from 1 payer, forwards 0%; outflow was traced (hop 2) — possible final recipient.",2,False,1,0,6910.0,0.0,0.0,1,3328.8053277524145,,True,True
100000000955529100,peripheral,0.6,5,0.348997,"No role indicators: 1 payer, 1 recipient, 27k KZT in / 64k KZT out.",3,False,1,1,27000.0,63500.0,2.3518518518518516,7,208.24077458495992,,True,True
100000000957746100,cutoff,0.7,17,0.307293,Hop-4 node: onward transfers were not traced (export limit). Receives 5k KZT from 1 payer.,4,False,1,0,5300.0,0.0,,7,9.687387951791994,,False,True
100000000961900100,terminal,1.0,0,0.638156,"Receives 36k KZT from 2 payers, forwards 0%; outflow was traced (hop 1) — possible final recipient.",1,False,2,0,36000.0,0.0,0.0,7,27271.918759232136,,True,True
100000000967918100,terminal,1.0,0,0.515291,"Receives 21k KZT from 1 payer, forwards 0%; outflow was traced (hop 2) — possible final recipient.",2,False,1,0,21200.0,0.0,0.0,7,2386.953678064545,,True,True
100000000968253100,terminal,1.0,7,0.480038,"Receives 15k KZT from 1 payer, forwards 0%; outflow was traced (hop 1) — possible final recipient.",1,False,1,0,15000.0,0.0,0.0,1,15187.178915401224,,True,True
100000000971908100,terminal,1.0,8,0.514602,"Receives 89k KZT from 1 payer, forwards 0%; outflow was traced (hop 2) — possible final recipient.",2,False,1,0,89000.0,0.0,0.0,1,21360.56961518974,,True,True
100000000976943100,peripheral,0.6,5,0.423307,"No role indicators: 1 payer, 1 recipient, 70k KZT in / 84k KZT out.",3,False,1,1,70000.0,84000.0,1.2,8,354.60289295074506,,True,True
100000000978041100,terminal,1.0,7,0.512177,"Receives 44k KZT from 1 payer, forwards 0%; outflow was traced (hop 1) — possible final recipient.",1,False,1,0,44445.0,0.0,0.0,1,44999.61112633383,,True,True
100000000979567100,terminal,1.0,53,0.437845,"Receives 10k KZT from 1 payer, forwards 0%; outflow was traced (hop 2) — possible final recipient.",2,False,1,0,10000.0,0.0,0.0,1,10124.785943600817,,True,True
100000000979923100,terminal,1.0,15,0.704993,"Receives 98k KZT from 1 payer, forwards 0%; outflow was traced (hop 1) — possible final recipient.",1,False,1,0,97900.0,0.0,0.0,8,105379.61596900191,,True,True
100000000981693100,cutoff,0.7,0,0.33196,Hop-4 node: onward transfers were not traced (export limit). Receives 16k KZT from 1 payer.,4,False,1,0,16500.0,0.0,,7,8.775285215063047,,False,True
100000000993112100,terminal,1.0,30,0.594517,"Receives 141k KZT from 1 payer, forwards 0%; outflow was traced (hop 2) — possible final recipient.",2,False,1,0,141000.0,0.0,0.0,8,20994.377984846622,,True,True
100000000998559100,terminal,1.0,5,0.70843,"Receives 100k KZT from 1 payer, forwards 0%; outflow was traced (hop 1) — possible final recipient.",1,False,1,0,100000.0,0.0,0.0,10,105964.61516713057,,True,True
